上市公司简称,股票代码,年份,AI提及次数,AI战略态度,AI整体水平,AI岗位数,AI专利数,一致性判定
晋控电力,000767,2024.0,0,,,0,7,行动先行
晋西车轴,600495,2024.0,1,初步探索,低,0,31,言行一致
晓程科技,300139,2024.0,1,初步探索,低,0,23,言行一致
晓鸣股份,300967,2024.0,3,重点方向,中,0,31,言行一致
晟楠科技,920006,2024.0,0,,无,0,29,行动先行
晨丰科技,603685,2024.0,2,初步探索,低,0,47,言行一致
晨光新材,605399,2024.0,0,,无,0,91,行动先行
晨光生物,300138,2024.0,0,,无,0,504,行动先行
晨光电缆,920639,2024.0,0,初步探索,低,0,71,行动先行
晨光股份,603899,2024.0,0,,无,20,147,行动先行
晨化股份,300610,2024.0,0,,无,0,87,行动先行
晨曦航空,300581,2024.0,1,初步探索,低,19,2,言行一致
普元信息,688118,2024.0,0,,,46,154,行动先行
普冉股份,688766,2024.0,0,,,0,0,未涉及AI
普利特,002324,2024.0,3,未提及,无,0,820,言行一致
普天科技,002544,2024.0,10,重点方向,中,70,333,言行一致
普洛药业,000739,2024.0,0,,,5,215,行动先行
普源精电,688337,2024.0,6,重点方向,中,12,199,言行一致
普瑞眼科,301239,2024.0,0,,,1,0,行动先行
普联软件,300996,2024.0,17,重点方向,中,120,24,言行一致
普莱得,301353,2024.0,0,,,0,68,行动先行
普莱柯,603566,2024.0,0,,无,2,200,行动先行
普蕊斯,301257,2024.0,0,,,0,0,未涉及AI
普路通,002769,2024.0,0,,,4,2,行动先行
普邦股份,002663,2024.0,0,,无,0,74,行动先行
普门科技,688389,2024.0,0,,,6,78,行动先行
景业智能,688290,2024.0,5,重点方向,中,25,104,言行一致
景兴纸业,002067,2024.0,0,,,0,88,行动先行
景嘉微,300474,2024.0,0,,,51,227,行动先行
景峰医药,000908,2024.0,0,,无,0,0,未涉及AI
景旺电子,603228,2024.0,9,重点方向,中,6,246,言行一致
景津装备,603279,2024.0,0,,无,0,271,行动先行
晶丰明源,688368,2024.0,0,,,5,269,行动先行
晶升股份,688478,2024.0,0,,,2,50,行动先行
晶华微,688130,2024.0,2,初步探索,低,0,56,言行一致
晶华新材,603683,2024.0,3,初步探索,低,0,51,言行一致
晶合集成,688249,2024.0,6,重点方向,中,41,1177,言行一致
晶品特装,688084,2024.0,0,,,2,85,行动先行
晶晨股份,688099,2024.0,3,核心战略,高,30,75,言行一致
晶澳科技,002459,2024.0,0,,,0,5,行动先行
晶瑞电材,300655,2024.0,0,,,0,67,行动先行
晶盛机电,300316,2024.0,0,,,29,495,行动先行
晶科能源,688223,2024.0,2,重点方向,中,14,0,言行一致
晶赛科技,920981,2024.0,0,未提及,无,0,21,行动先行
晶雪节能,301010,2024.0,1,初步探索,低,0,25,言行一致
智云股份,300097,2024.0,1,未提及,低,0,28,言行一致
智信精密,301512,2024.0,12,核心战略,中,14,89,言行一致
智光电气,002169,2024.0,0,,,1,98,行动先行
智动力,300686,2024.0,6,重点方向,中,0,20,言行一致
智度股份,000676,2024.0,30,核心战略,高,17,0,言行一致
智微智能,001339,2024.0,0,,,5,214,行动先行
智慧农业,000816,2024.0,0,,,0,63,行动先行
智新电子,920212,2024.0,0,未提及,无,0,14,行动先行
智明达,688636,2024.0,0,,,3,40,行动先行
智洋创新,688191,2024.0,0,,,34,306,行动先行
智立方,301312,2024.0,0,,,10,76,行动先行
智翔金泰,688443,2024.0,0,,无,2,31,行动先行
智能自控,002877,2024.0,0,,,7,178,行动先行
智莱科技,300771,2024.0,0,,,9,189,行动先行
智迪科技,301503,2024.0,2,初步探索,低,8,53,言行一致
智飞生物,300122,2024.0,1,初步探索,低,0,77,言行一致
曙光数创,920808,2024.0,11,未提及,无,1,0,言行一致
ST,600303,2024.0,2,重点方向,中,0,29,言行一致
曲江文旅,600706,2024.0,0,,无,0,0,未涉及AI
曲美家居,603818,2024.0,0,未提及,无,0,20,行动先行
曼卡龙,300945,2024.0,20,核心战略,高,5,1,言行一致
曼恩斯特,301325,2024.0,1,初步探索,低,1,186,言行一致
有友食品,603697,2024.0,0,,无,0,7,行动先行
有方科技,688159,2024.0,0,,,4,290,行动先行
有研新材,600206,2024.0,1,初步探索,低,0,23,言行一致
有研硅,688432,2024.0,2,未提及,低,0,175,言行一致
有研粉材,688456,2024.0,0,未提及,低,0,43,行动先行
朗博科技,603655,2024.0,0,,无,0,25,行动先行
朗坤科技,301305,2024.0,0,,无,3,11,行动先行
朗姿股份,002612,2024.0,1,初步探索,低,0,0,表态超前
朗威股份,301202,2024.0,5,未提及,无,0,39,言行一致
朗新科技,300682,2024.0,0,,,610,85,行动先行
朗源股份,300175,2024.0,0,,,0,0,未涉及AI
朗特智能,300916,2024.0,2,重点方向,中,49,81,言行一致
朗玛信息,300288,2024.0,0,,,24,301,行动先行
朗科智能,300543,2024.0,3,重点方向,中,15,78,言行一致
朗科科技,300042,2024.0,4,初步探索,低,13,200,言行一致
朗迪集团,603726,2024.0,2,初步探索,低,0,3,言行一致
朗鸿科技,920395,2024.0,0,,,1,32,行动先行
望变电气,603191,2024.0,0,,,0,0,未涉及AI
朝阳科技,002981,2024.0,0,,,0,90,行动先行
木林森,002745,2024.0,0,,,0,113,行动先行
未来电器,301386,2024.0,0,,,0,74,行动先行
本川智能,300964,2024.0,6,未提及,低,0,40,言行一致
本立科技,301065,2024.0,0,,无,0,32,行动先行
本钢板材,000761,2024.0,0,,,1,1406,行动先行
朱老六,920726,2024.0,0,,无,0,10,行动先行
机器人,300024,2024.0,0,,,138,1177,行动先行
机科股份,920579,2024.0,1,初步探索,低,0,234,言行一致
杉杉股份,600884,2024.0,0,未提及,无,0,2,行动先行
李子园,605337,2024.0,0,,,0,80,行动先行
来伊份,603777,2024.0,0,,,41,67,行动先行
杭华股份,688571,2024.0,0,未提及,无,0,33,行动先行
杭叉集团,603298,2024.0,0,,,0,0,未涉及AI
杭可科技,688006,2024.0,1,重点方向,中,15,378,言行一致
杭州园林,300649,2024.0,1,初步探索,低,0,12,言行一致
杭州柯林,688611,2024.0,0,,,1,190,行动先行
杭州热电,605011,2024.0,0,,无,0,10,行动先行
杭州解百,600814,2024.0,0,,无,3,0,行动先行
杭州银行,600926,2024.0,0,,,7,38,行动先行
杭州高新,300478,2024.0,0,,无,0,20,行动先行
杭氧股份,002430,2024.0,0,,,0,261,行动先行
杭电股份,603618,2024.0,0,未提及,低,0,50,行动先行
杭萧钢构,600477,2024.0,1,重点方向,中,5,219,言行一致
杭钢股份,600126,2024.0,2,重点方向,中,0,3,言行一致
杰克股份,603337,2024.0,0,,,24,1260,行动先行
杰创智能,301248,2024.0,50,核心战略,高,67,153,言行一致
杰华特,688141,2024.0,5,未提及,低,0,0,表态超前
杰恩股份,300668,2024.0,4,重点方向,中,2,6,言行一致
杰普特,688025,2024.0,0,未提及,低,19,280,行动先行
杰瑞股份,002353,2024.0,1,重点方向,低,29,64,言行一致
杰美特,300868,2024.0,2,未提及,无,0,38,言行一致
松井股份,688157,2024.0,6,重点方向,中,1,42,言行一致
松原安全,300893,2024.0,0,,,0,78,行动先行
松发股份,603268,2024.0,0,,无,0,10,行动先行
松炀资源,603863,2024.0,0,,无,0,18,行动先行
松芝股份,002454,2024.0,0,,,0,126,行动先行
松霖科技,603992,2024.0,9,重点方向,中,47,545,言行一致
极米科技,688696,2024.0,1,重点方向,中,53,870,言行一致
林州重机,002535,2024.0,0,,无,0,26,行动先行
林泰新材,920106,2024.0,0,,无,0,0,未涉及AI
林海股份,600099,2024.0,0,,无,0,57,行动先行
果麦文化,301052,2024.0,12,核心战略,高,0,3,言行一致
柏星龙,920075,2024.0,3,初步探索,低,0,28,言行一致
柏楚电子,688188,2024.0,2,初步探索,低,4,183,言行一致
柏诚股份,601133,2024.0,0,,,0,3,行动先行
柘中股份,002346,2024.0,0,,,0,2,行动先行
柯力传感,603662,2024.0,0,,,14,10,行动先行
柳工,000528,2024.0,1,重点方向,高,97,1387,言行一致
柳药集团,603368,2024.0,15,重点方向,高,3,0,言行一致
柳钢股份,601003,2024.0,1,初步探索,低,0,621,言行一致
标榜股份,301181,2024.0,0,,无,0,41,行动先行
栖霞建设,600533,2024.0,0,,无,0,0,未涉及AI
株冶集团,600961,2024.0,0,未提及,无,0,406,行动先行
格利尔,920641,2024.0,4,初步探索,低,0,27,言行一致
格力博,301260,2024.0,1,重点方向,中,18,0,言行一致
格力电器,000651,2024.0,0,,无,199,65088,行动先行
格尔软件,603232,2024.0,0,,,29,173,行动先行
格林精密,300968,2024.0,0,,,3,117,行动先行
格林美,002340,2024.0,0,未提及,无,0,0,未涉及AI
格林达,603931,2024.0,3,初步探索,中,0,23,言行一致
格灵深瞳,688207,2024.0,0,,,112,95,行动先行
格科微,688728,2024.0,2,扩展在智能场景下的应用,低,0,0,表态超前
桂冠电力,600236,2024.0,0,,无,0,122,行动先行
桂发祥,002820,2024.0,0,,,0,0,未涉及AI
桂林三金,002275,2024.0,1,初步探索,低,0,106,言行一致
桂林旅游,000978,2024.0,1,初步探索,低,0,0,表态超前
桃李面包,603866,2024.0,0,,无,0,2,行动先行
梅安森,300275,2024.0,0,,,16,116,行动先行
梅花生物,600873,2024.0,0,,无,4,10,行动先行
梅轮电梯,603321,2024.0,0,,,0,81,行动先行
梅雁吉祥,600868,2024.0,1,初步探索,低,0,0,表态超前
梓橦宫,920566,2024.0,0,,无,0,27,行动先行
梦天家居,603216,2024.0,0,初步探索,低,12,65,行动先行
梦洁股份,002397,2024.0,1,初步探索,低,8,35,言行一致
梦百合,603313,2024.0,0,未提及,无,4,60,行动先行
梦网科技,002123,2024.0,0,,,19,11,行动先行
森林包装,605500,2024.0,0,,,0,11,行动先行
森泰股份,301429,2024.0,0,,无,0,137,行动先行
森源电气,002358,2024.0,0,,,4,617,行动先行
森特股份,603098,2024.0,1,初步探索,低,6,158,言行一致
森萱医药,920946,2024.0,1,重点方向,低,0,0,表态超前
森赫股份,301056,2024.0,7,重点方向,中,1,124,言行一致
森远股份,300210,2024.0,0,,,0,50,行动先行
森霸传感,300701,2024.0,1,初步探索,低,11,29,言行一致
森马服饰,002563,2024.0,0,,,2,0,行动先行
森鹰窗业,301227,2024.0,0,未提及,无,1,73,行动先行
森麒麟,002984,2024.0,0,,,7,96,行动先行
楚天科技,300358,2024.0,0,,,9,1234,行动先行
楚天高速,600035,2024.0,8,初步探索,低,0,6,言行一致
楚天龙,003040,2024.0,0,,,39,2086,行动先行
楚江新材,002171,2024.0,0,,,1,84,行动先行
楚环科技,001336,2024.0,1,初步探索,低,0,34,言行一致
概伦电子,688206,2024.0,0,,,2,202,行动先行
榕基软件,002474,2024.0,0,,,27,88,行动先行
模塑科技,000700,2024.0,0,,,11,9,行动先行
横店东磁,002056,2024.0,0,,,1,1658,行动先行
横店影视,603103,2024.0,3,重点方向,中,0,0,表态超前
横河精密,300539,2024.0,0,未提及,无,0,29,行动先行
欢乐家,300997,2024.0,0,,无,0,2,行动先行
欢瑞世纪,000892,2024.0,0,,,1,0,行动先行
欣天科技,300615,2024.0,0,,,3,15,行动先行
欣旺达,300207,2024.0,0,,,50,275,行动先行
欣灵电气,301388,2024.0,2,初步探索,低,1,22,言行一致
欣贺股份,003016,2024.0,6,初步探索,低,0,0,表态超前
欣锐科技,300745,2024.0,0,未提及,无,5,256,行动先行
欣龙控股,000955,2024.0,0,,,0,0,未涉及AI
欧亚集团,600697,2024.0,0,,无,0,0,未涉及AI
欧克科技,001223,2024.0,1,初步探索,低,0,38,言行一致
欧圣电气,301187,2024.0,0,未提及,无,6,154,行动先行
欧康医药,920230,2024.0,0,,无,0,18,行动先行
欧普康视,300595,2024.0,1,初步探索,低,0,38,言行一致
欧普泰,920414,2024.0,0,,,14,27,行动先行
欧普照明,603515,2024.0,0,,,70,2019,行动先行
欧晶科技,001269,2024.0,0,,,0,21,行动先行
欧林生物,688319,2024.0,0,,无,3,225,行动先行
欧派家居,603833,2024.0,0,,,37,42,行动先行
欧福蛋业,920371,2024.0,0,,无,0,16,行动先行
欧科亿,688308,2024.0,0,,,0,52,行动先行
欧莱新材,688530,2024.0,1,提及人工智能作为产业发展背景,低,0,0,表态超前
欧菲光,002456,2024.0,5,初步探索,低,87,12,言行一致
欧陆通,300870,2024.0,0,,,8,51,行动先行
歌力思,603808,2024.0,0,,,1,17,行动先行
歌华有线,600037,2024.0,0,,,3,92,行动先行
歌尔股份,002241,2024.0,28,重点方向,高,0,0,表态超前
正业科技,300410,2024.0,0,,,55,200,行动先行
正丹股份,300641,2024.0,0,,,0,0,未涉及AI
正元地信,688509,2024.0,0,,,15,36,行动先行
正元智慧,300645,2024.0,0,,,31,42,行动先行
正和生态,605069,2024.0,0,,,4,52,行动先行
正川股份,603976,2024.0,0,,无,0,10,行动先行
正帆科技,688596,2024.0,10,重点方向,中,1,109,言行一致
正弦电气,688395,2024.0,0,,,1,48,行动先行
正强股份,301119,2024.0,0,,,0,45,行动先行
正泰电源,002150,2024.0,2,初步探索,低,0,10,言行一致
正海生物,300653,2024.0,1,未提及,低,13,70,言行一致
正海磁材,300224,2024.0,0,,,0,171,行动先行
正虹科技,000702,2024.0,0,,无,0,5,行动先行
正裕工业,603089,2024.0,0,,,0,21,行动先行
正邦科技,002157,2024.0,0,初步探索,低,6,0,行动先行
步步高,002251,2024.0,0,,无,23,1,行动先行
步科股份,688160,2024.0,0,未提及,无,2,16,行动先行
步长制药,603858,2024.0,1,初步探索,低,10,70,言行一致
武商集团,000501,2024.0,4,重点方向,中,3,0,言行一致
武汉凡谷,002194,2024.0,0,,,3,139,行动先行
武汉天源,301127,2024.0,0,,,0,83,行动先行
武汉控股,600168,2024.0,3,初步探索,低,0,0,表态超前
武汉蓝电,920779,2024.0,0,未提及,无,0,26,行动先行
武进不锈,603878,2024.0,0,,无,0,0,未涉及AI
殷图网联,920508,2024.0,3,重点方向,高,8,8,言行一致
毅昌科技,002420,2024.0,0,未提及,无,1,53,行动先行
每日互动,300766,2024.0,70,核心战略,高,557,322,言行一致
毓恬冠佳,301173,2024.0,0,,无,1,0,行动先行
比亚迪,002594,2024.0,0,,,214,19091,行动先行
比依股份,603215,2024.0,0,,,0,133,行动先行
比音勒芬,002832,2024.0,0,,,3,76,行动先行
毕得医药,688073,2024.0,0,,,0,129,行动先行
民丰特纸,600235,2024.0,0,,无,0,38,行动先行
民和股份,002234,2024.0,0,,无,0,2,行动先行
民士达,920394,2024.0,0,,无,0,0,未涉及AI
民德电子,300656,2024.0,9,重点方向,中,1,36,言行一致
民爆光电,301362,2024.0,0,未提及,无,4,73,行动先行
民生健康,301507,2024.0,0,未提及,无,7,19,行动先行
民生银行,600016,2024.0,6,核心战略,高,54,171,言行一致
气派科技,688216,2024.0,0,,,0,27,行动先行
氯碱化工氯碱B,600618,2024.0,0,,,0,199,行动先行
水井坊,600779,2024.0,0,未提及,低,33,15,行动先行
水发燃气,603318,2024.0,1,初步探索,低,0,8,言行一致
水星家纺,603365,2024.0,0,,,32,269,行动先行
水晶光电,002273,2024.0,12,重点方向,高,31,159,言行一致
水羊股份,300740,2024.0,0,,,3,0,行动先行
永东股份,002753,2024.0,0,,,0,40,行动先行
永信至诚,688244,2024.0,0,,,42,156,行动先行
永兴材料,002756,2024.0,3,重点方向,中,0,100,言行一致
永兴股份,601033,2024.0,3,重点方向,中,0,10,言行一致
永冠新材,603681,2024.0,6,重点方向,中,0,0,表态超前
永创智能,603901,2024.0,0,,,13,0,行动先行
永利股份,300230,2024.0,4,初步探索,低,0,80,言行一致
永和智控,002795,2024.0,0,未提及,无,0,1,行动先行
永和股份,605020,2024.0,0,,,0,9,行动先行
永太科技,002326,2024.0,0,,,0,143,行动先行
永安期货,600927,2024.0,0,,无,13,0,行动先行
永安林业,000663,2024.0,0,,无,0,0,未涉及AI
永安药业,002365,2024.0,0,,无,0,25,行动先行
永安行,603776,2024.0,0,,,4,204,行动先行
ST,603879,2024.0,0,,,0,17,行动先行
永新光学,603297,2024.0,7,初步探索,低,5,100,言行一致
永新股份,002014,2024.0,0,,无,0,167,行动先行
永杉锂业,603399,2024.0,0,,无,0,0,未涉及AI
永杰新材,603271,2024.0,1,,低,0,0,表态超前
永泰能源,600157,2024.0,0,,无,0,0,未涉及AI
永泰运,001228,2024.0,0,,,1,0,行动先行
永清环保,300187,2024.0,3,初步探索,低,0,0,表态超前
永福股份,300712,2024.0,0,,,5,144,行动先行
永臻股份,603381,2024.0,0,未提及,无,2,0,行动先行
永艺股份,603600,2024.0,2,重点方向,低,1,319,言行一致
永茂泰,605208,2024.0,0,未提及,无,0,6,行动先行
永贵电器,300351,2024.0,0,,无,1,37,行动先行
永达股份,001239,2024.0,0,未提及,无,0,5,行动先行
永顺泰,001338,2024.0,0,,,0,0,未涉及AI
永顺生物,920729,2024.0,0,,无,0,0,未涉及AI
永鼎股份,600105,2024.0,8,重点方向,中,1,365,言行一致
汇中股份,300371,2024.0,0,,,2,63,行动先行
汇创达,300909,2024.0,1,重点方向,中,0,81,言行一致
汇嘉时代,603101,2024.0,2,初步探索,低,0,0,表态超前
汇宇制药,688553,2024.0,0,,,4,52,行动先行
汇川技术,300124,2024.0,22,重点方向,中,94,698,言行一致
汇得科技,603192,2024.0,0,未提及,无,1,77,行动先行
汇成真空,301392,2024.0,1,初步探索,低,0,0,表态超前
汇成股份,688403,2024.0,0,,,0,45,行动先行
汇洁股份,002763,2024.0,0,,无,13,22,行动先行
汇源通信,000586,2024.0,2,重点方向,中,1,6,言行一致
汇纳科技,300609,2024.0,32,核心战略,高,231,4,言行一致
汇绿生态,001267,2024.0,1,未提及,低,0,0,表态超前
汇通控股,603409,2024.0,0,,无,4,0,行动先行
汇通能源,600605,2024.0,0,,无,0,0,未涉及AI
汇通集团,603176,2024.0,2,重点方向,中,0,62,言行一致
汇金科技,300561,2024.0,0,,,39,82,行动先行
汇金股份,300368,2024.0,0,,,0,130,行动先行
汇金通,603577,2024.0,0,,,0,66,行动先行
汇隆新材,301057,2024.0,0,,,0,42,行动先行
汇隆活塞,920455,2024.0,0,,无,0,13,行动先行
汇顶科技,603160,2024.0,23,重点方向,中,91,1946,言行一致
汉仪股份,301270,2024.0,0,,,6,24,行动先行
汉商集团,600774,2024.0,1,初步探索,低,0,0,表态超前
汉嘉数智,300746,2024.0,11,重点方向,中,0,15,言行一致
汉威科技,300007,2024.0,0,,,31,214,行动先行
汉宇集团,300403,2024.0,0,,,2,177,行动先行
汉得信息,300170,2024.0,21,重点方向,中,183,26,言行一致
汉朔科技,301275,2024.0,4,重点方向,中,1,0,言行一致
汉森制药,002412,2024.0,0,未提及,无,1,29,行动先行
汉王科技,002362,2024.0,0,,,138,798,行动先行
汉维科技,920957,2024.0,0,,无,2,28,行动先行
汉缆股份,002498,2024.0,1,初步探索,低,0,82,言行一致
汉邦高科,300449,2024.0,0,,,2,42,行动先行
汉鑫科技,920092,2024.0,35,核心战略,高,26,42,言行一致
汉钟精机,002158,2024.0,1,未提及,低,0,78,言行一致
*ST,600375,2024.0,0,,,0,10,行动先行
江丰电子,300666,2024.0,0,,,1,1486,行动先行
江化微,603078,2024.0,0,未提及,无,0,89,行动先行
江南化工,002226,2024.0,3,重点方向,中,2,80,言行一致
江南新材,603124,2024.0,3,初步探索,低,1,0,言行一致
江南高纤,600527,2024.0,0,,,0,96,行动先行
江天化学,300927,2024.0,0,,无,0,38,行动先行
江山欧派,603208,2024.0,0,,,1,60,行动先行
